Date,Close,High,Low,Open,Volume,MA_10,MA_50,Daily_Return,Volatility,Target
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,,,,,
2014-05-02,833.4107666015625,837.7316761963845,823.1462223923317,823.1462223923317,1917778,833.3051940917969,820.9389965820312,0.008793194765706724,0.005710477927206018,1
2014-05-05,835.391845703125,841.165679696801,831.7879097167421,834.2974992132035,1314478,832.9579956054688,821.2846667480469,0.0023770740443405103,0.00413665434228117,0
2014-05-06,829.806884765625,838.373340353603,826.4482961228615,835.392033229798,961232,832.0956787109375,821.5375036621094,-0.006685438655196996,0.004589956196604417,0
2014-05-07,817.2218017578125,831.3544312895028,807.6176575531645,826.8448330777773,4716182,830.00126953125,821.5341125488281,-0.01516627933421777,0.006386274200061526,0
2014-05-08,815.9005737304688,823.3537019963528,810.466338854744,817.0515815853156,2606900,828.0502258300781,821.2631567382813,-0.0016167312527661792,0.006385508948971681,0
2014-05-09,815.0892944335938,824.4481792038094,812.1080795076269,812.1080795076269,1799440,826.0180541992188,821.0408837890625,-0.0009943359803825658,0.0063526462597628345,0
2014-05-12,814.8818969726562,817.6555382556443,801.2208959802517,812.4855372393721,2886064,824.2859313964843,820.6910583496094,-0.0002544475339743002,0.0063661098845040655,1
2014-05-13,834.3541870117188,844.9395354829604,817.315804915502,817.315804915502,2547484,825.0255798339844,820.9405004882813,0.02389584320305005,0.0101687384205049,1
2014-05-14,836.2976684570312,844.4488829049865,830.6370644797458,835.6560596338246,1389228,825.8501220703125,821.1457861328125,0.002329324255293974,0.010177955441403376,0
2014-05-15,827.6370849609375,839.656474037703,819.3348636446096,836.2978849944523,2520196,825.9992004394531,821.2288122558593,-0.010355862299691099,0.010772860821731605,0
2014-05-16,815.4102172851562,850.3738535232984,792.5791085748696,830.2410220308504,5241798,824.1991455078125,820.3608544921875,-0.014773223551670989,0.011258709607059915,0
2014-05-19,768.596923828125,815.1271150733435,754.5586419394214,811.3533784294854,6516606,817.5196533203125,818.8260766601562,-0.057410727097450875,0.02060119342544152,1
2014-05-20,780.4841918945312,815.1271126067672,765.3137890585759,765.3137890585759,4702114,812.5873840332031,817.5245129394531,0.015466192613938334,0.021919343916928694,1
2014-05-21,786.0128784179688,788.3336899101831,775.8049010101533,777.842682216378,4116946,809.4664916992188,816.2486181640625,0.007083662399384849,0.02200199840941477,1
2014-05-22,796.994384765625,801.5417563767933,783.088218895031,791.2583228262906,4216842,807.5758728027344,815.27650390625,0.013971153207768205,0.02270406299191385,1
